cohort	sample_id	annotation	celltype	n
GSE241934	P218	hu_markers	neutrophil	52
GSE241934	P218	hu_collapsed	TNK	2546
GSE241934	P218	hu_collapsed	myeloid	513
GSE241934	P218	hu_collapsed	TLS	434
GSE241934	P218	hu_collapsed	stromal	408
GSE241934	P218	hu_collapsed	other	165
GSE241934	P218	hu_collapsed	mast	150
GSE241934	P218	hu_collapsed	epithelial	59
GSE241934	P223	author_major	epithelial	5587
GSE241934	P223	author_major	T	668
GSE241934	P223	author_major	fibroblast	647
GSE241934	P223	author_major	endothelial	169
GSE241934	P223	author_major	B	162
GSE241934	P223	author_major	myeloid	128
GSE241934	P223	author_major	NK	43
GSE241934	P223	author_major	mast	39
GSE241934	P223	author_collapsed	epithelial	5587
GSE241934	P223	author_collapsed	TNK	711
GSE241934	P223	author_collapsed	stromal	816
GSE241934	P223	author_collapsed	TLS	162
GSE241934	P223	author_collapsed	myeloid	128
GSE241934	P223	author_collapsed	mast	39
GSE241934	P223	author_fine_immune	TNK	711
GSE241934	P223	author_fine_immune	TLS	162
GSE241934	P223	author_fine_immune	other_immune	167
GSE241934	P223	author_fine_immune	epithelial	5587
GSE241934	P223	author_fine_immune	stromal	816
GSE241934	P223	hu_markers	epithelial	6503
GSE241934	P223	hu_markers	fibroblast	282
GSE241934	P223	hu_markers	plasma	175
GSE241934	P223	hu_markers	myeloid	114
GSE241934	P223	hu_markers	other	93
GSE241934	P223	hu_markers	NK	91
GSE241934	P223	hu_markers	mast	80
GSE241934	P223	hu_markers	neutrophil	56
GSE241934	P223	hu_markers	endothelial	27
GSE241934	P223	hu_markers	T	14
GSE241934	P223	hu_markers	B	8
GSE241934	P223	hu_collapsed	epithelial	6503
GSE241934	P223	hu_collapsed	stromal	309
GSE241934	P223	hu_collapsed	TLS	183
GSE241934	P223	hu_collapsed	myeloid	170
GSE241934	P223	hu_collapsed	other	93
GSE241934	P223	hu_collapsed	TNK	105
GSE241934	P223	hu_collapsed	mast	80
GSE241934	P266	author_major	epithelial	2175
GSE241934	P266	author_major	T	1284
GSE241934	P266	author_major	myeloid	1271
GSE241934	P266	author_major	fibroblast	864
GSE241934	P266	author_major	B	403
GSE241934	P266	author_major	endothelial	271
GSE241934	P266	author_major	mast	75
GSE241934	P266	author_major	NK	59
GSE241934	P266	author_collapsed	epithelial	2175
GSE241934	P266	author_collapsed	TNK	1343
GSE241934	P266	author_collapsed	myeloid	1271
GSE241934	P266	author_collapsed	stromal	1135
GSE241934	P266	author_collapsed	TLS	403
GSE241934	P266	author_collapsed	mast	75
GSE241934	P266	author_fine_immune	TNK	1343
GSE241934	P266	author_fine_immune	TLS	402
GSE241934	P266	author_fine_immune	other_immune	1347
GSE241934	P266	author_fine_immune	epithelial	2175
GSE241934	P266	author_fine_immune	stromal	1135
GSE241934	P266	hu_markers	epithelial	2127
GSE241934	P266	hu_markers	myeloid	1337
GSE241934	P266	hu_markers	T	1056
GSE241934	P266	hu_markers	fibroblast	576
GSE241934	P266	hu_markers	B	343
GSE241934	P266	hu_markers	other	291
GSE241934	P266	hu_markers	endothelial	267
GSE241934	P266	hu_markers	neutrophil	155
GSE241934	P266	hu_markers	NK	103
GSE241934	P266	hu_markers	mast	74
GSE241934	P266	hu_markers	plasma	73
GSE241934	P266	hu_collapsed	epithelial	2127
GSE241934	P266	hu_collapsed	myeloid	1492
GSE241934	P266	hu_collapsed	TNK	1159
GSE241934	P266	hu_collapsed	stromal	843
GSE241934	P266	hu_collapsed	TLS	416
GSE241934	P266	hu_collapsed	other	291
GSE241934	P266	hu_collapsed	mast	74
GSE241934	P269	author_major	T	1024
GSE241934	P269	author_major	epithelial	645
GSE241934	P269	author_major	B	361
GSE241934	P269	author_major	fibroblast	337
GSE241934	P269	author_major	endothelial	262
GSE241934	P269	author_major	myeloid	221
GSE241934	P269	author_major	mast	84
GSE241934	P269	author_major	NK	53
GSE241934	P269	author_collapsed	TNK	1077
GSE241934	P269	author_collapsed	epithelial	645
GSE241934	P269	author_collapsed	TLS	361
GSE241934	P269	author_collapsed	stromal	599
GSE241934	P269	author_collapsed	myeloid	221
GSE241934	P269	author_collapsed	mast	84
GSE241934	P269	author_fine_immune	TNK	1077
GSE241934	P269	author_fine_immune	TLS	361
GSE241934	P269	author_fine_immune	other_immune	305
GSE241934	P269	author_fine_immune	epithelial	645
GSE241934	P269	author_fine_immune	stromal	599
GSE241934	P269	hu_markers	T	802
GSE241934	P269	hu_markers	epithelial	631
GSE241934	P269	hu_markers	fibroblast	303
GSE241934	P269	hu_markers	endothelial	262
GSE241934	P269	hu_markers	myeloid	213
GSE241934	P269	hu_markers	B	194
GSE241934	P269	hu_markers	NK	187
GSE241934	P269	hu_markers	plasma	172
GSE241934	P269	hu_markers	other	99
GSE241934	P269	hu_markers	mast	91
GSE241934	P269	hu_markers	neutrophil	33
GSE241934	P269	hu_collapsed	TNK	989
GSE241934	P269	hu_collapsed	epithelial	631
GSE241934	P269	hu_collapsed	stromal	565
GSE241934	P269	hu_collapsed	myeloid	246
GSE241934	P269	hu_collapsed	TLS	366
GSE241934	P269	hu_collapsed	other	99
GSE241934	P269	hu_collapsed	mast	91
GSE241934	P270	author_major	fibroblast	4013
GSE241934	P270	author_major	T	2584
GSE241934	P270	author_major	B	893
GSE241934	P270	author_major	epithelial	863
GSE241934	P270	author_major	endothelial	502
GSE241934	P270	author_major	myeloid	184
GSE241934	P270	author_major	NK	90
GSE241934	P270	author_major	mast	65
GSE241934	P270	author_collapsed	stromal	4515
GSE241934	P270	author_collapsed	TNK	2674
GSE241934	P270	author_collapsed	TLS	893
GSE241934	P270	author_collapsed	epithelial	863
GSE241934	P270	author_collapsed	myeloid	184
GSE241934	P270	author_collapsed	mast	65
GSE241934	P270	author_fine_immune	TNK	2674
GSE241934	P270	author_fine_immune	TLS	891
GSE241934	P270	author_fine_immune	other_immune	251
GSE241934	P270	author_fine_immune	stromal	4515
GSE241934	P270	author_fine_immune	epithelial	863
GSE241934	P270	hu_markers	fibroblast	3957
GSE241934	P270	hu_markers	T	1928
GSE241934	P270	hu_markers	epithelial	779
GSE241934	P270	hu_markers	B	766
GSE241934	P270	hu_markers	endothelial	513
GSE241934	P270	hu_markers	NK	356
GSE241934	P270	hu_markers	other	344
GSE241934	P270	hu_markers	plasma	187
GSE241934	P270	hu_markers	myeloid	183
GSE241934	P270	hu_markers	neutrophil	102
GSE241934	P270	hu_markers	mast	79
GSE241934	P270	hu_collapsed	stromal	4470
GSE241934	P270	hu_collapsed	TNK	2284
GSE241934	P270	hu_collapsed	epithelial	779
GSE241934	P270	hu_collapsed	TLS	953
GSE241934	P270	hu_collapsed	other	344
GSE241934	P270	hu_collapsed	myeloid	285
GSE241934	P270	hu_collapsed	mast	79
GSE241934	P293	author_major	myeloid	2269
GSE241934	P293	author_major	T	1986
GSE241934	P293	author_major	B	1193
GSE241934	P293	author_major	fibroblast	942
GSE241934	P293	author_major	epithelial	613
GSE241934	P293	author_major	endothelial	402
GSE241934	P293	author_major	NK	275
GSE241934	P293	author_major	mast	204
GSE241934	P293	author_collapsed	myeloid	2269
GSE241934	P293	author_collapsed	TNK	2261
GSE241934	P293	author_collapsed	TLS	1193
GSE241934	P293	author_collapsed	stromal	1344
GSE241934	P293	author_collapsed	epithelial	613
GSE241934	P293	author_collapsed	mast	204
GSE241934	P293	author_fine_immune	TNK	2261
GSE241934	P293	author_fine_immune	TLS	1188
GSE241934	P293	author_fine_immune	other_immune	2478
GSE241934	P293	author_fine_immune	stromal	1344
GSE241934	P293	author_fine_immune	epithelial	613
GSE241934	P293	hu_markers	myeloid	1990
GSE241934	P293	hu_markers	T	1465
GSE241934	P293	hu_markers	B	876
GSE241934	P293	hu_markers	fibroblast	874
GSE241934	P293	hu_markers	epithelial	523
GSE241934	P293	hu_markers	other	466
GSE241934	P293	hu_markers	NK	466
GSE241934	P293	hu_markers	plasma	385
GSE241934	P293	hu_markers	endothelial	383
GSE241934	P293	hu_markers	neutrophil	265
GSE241934	P293	hu_markers	mast	191
GSE241934	P293	hu_collapsed	myeloid	2255
GSE241934	P293	hu_collapsed	TNK	1931
GSE241934	P293	hu_collapsed	TLS	1261
GSE241934	P293	hu_collapsed	stromal	1257
GSE241934	P293	hu_collapsed	epithelial	523
GSE241934	P293	hu_collapsed	other	466
GSE241934	P293	hu_collapsed	mast	191
GSE241934	P33	author_major	T	8317
GSE241934	P33	author_major	B	2887
GSE241934	P33	author_major	NK	451
GSE241934	P33	author_major	myeloid	104
GSE241934	P33	author_major	fibroblast	27
GSE241934	P33	author_major	mast	19
GSE241934	P33	author_major	epithelial	8
GSE241934	P33	author_major	endothelial	6
GSE241934	P33	author_collapsed	TNK	8768
GSE241934	P33	author_collapsed	TLS	2887
GSE241934	P33	author_collapsed	myeloid	104
GSE241934	P33	author_collapsed	stromal	33
GSE241934	P33	author_collapsed	mast	19
GSE241934	P33	author_collapsed	epithelial	8
GSE241934	P33	author_fine_immune	TNK	8768
GSE241934	P33	author_fine_immune	TLS	2875
GSE241934	P33	author_fine_immune	other_immune	135
GSE241934	P33	author_fine_immune	stromal	33
GSE241934	P33	author_fine_immune	epithelial	8
GSE241934	P33	hu_markers	T	7087
GSE241934	P33	hu_markers	B	2495
GSE241934	P33	hu_markers	NK	1101
GSE241934	P33	hu_markers	plasma	574
GSE241934	P33	hu_markers	other	391
GSE241934	P33	hu_markers	myeloid	73
GSE241934	P33	hu_markers	mast	39
GSE241934	P33	hu_markers	fibroblast	24
GSE241934	P33	hu_markers	endothelial	23
GSE241934	P33	hu_markers	epithelial	7
GSE241934	P33	hu_markers	neutrophil	5
GSE241934	P33	hu_collapsed	TNK	8188
GSE241934	P33	hu_collapsed	TLS	3069
GSE241934	P33	hu_collapsed	other	391
GSE241934	P33	hu_collapsed	myeloid	78
GSE241934	P33	hu_collapsed	mast	39
GSE241934	P33	hu_collapsed	stromal	47
GSE241934	P33	hu_collapsed	epithelial	7
GSE241934	P345	author_major	T	534
GSE241934	P345	author_major	B	49
GSE241934	P345	author_major	fibroblast	24
GSE241934	P345	author_major	myeloid	19
GSE241934	P345	author_major	endothelial	17
GSE241934	P345	author_major	NK	9
GSE241934	P345	author_major	mast	8
GSE241934	P345	author_major	epithelial	1
GSE241934	P345	author_collapsed	TNK	543
GSE241934	P345	author_collapsed	TLS	49
GSE241934	P345	author_collapsed	stromal	41
GSE241934	P345	author_collapsed	myeloid	19
GSE241934	P345	author_collapsed	mast	8
GSE241934	P345	author_collapsed	epithelial	1
GSE241934	P345	author_fine_immune	TNK	543
GSE241934	P345	author_fine_immune	TLS	49
GSE241934	P345	author_fine_immune	other_immune	27
GSE241934	P345	author_fine_immune	stromal	41
GSE241934	P345	author_fine_immune	epithelial	1
GSE241934	P345	hu_markers	T	459
GSE241934	P345	hu_markers	NK	47
GSE241934	P345	hu_markers	B	45
GSE241934	P345	hu_markers	other	31
GSE241934	P345	hu_markers	fibroblast	24
GSE241934	P345	hu_markers	endothelial	23
GSE241934	P345	hu_markers	myeloid	17
GSE241934	P345	hu_markers	mast	9
GSE241934	P345	hu_markers	plasma	5
GSE241934	P345	hu_markers	epithelial	1
GSE241934	P345	hu_collapsed	TNK	506
GSE241934	P345	hu_collapsed	TLS	50
GSE241934	P345	hu_collapsed	other	31
GSE241934	P345	hu_collapsed	stromal	47
GSE241934	P345	hu_collapsed	myeloid	17
GSE241934	P345	hu_collapsed	mast	9
GSE241934	P345	hu_collapsed	epithelial	1
GSE241934	P348	author_major	T	346
GSE241934	P348	author_major	myeloid	44
GSE241934	P348	author_major	fibroblast	18
GSE241934	P348	author_major	NK	18
GSE241934	P348	author_major	B	17
GSE241934	P348	author_major	mast	5
GSE241934	P348	author_major	endothelial	3
GSE241934	P348	author_major	epithelial	1
GSE241934	P348	author_collapsed	TNK	364
GSE241934	P348	author_collapsed	myeloid	44
GSE241934	P348	author_collapsed	stromal	21
GSE241934	P348	author_collapsed	TLS	17
GSE241934	P348	author_collapsed	mast	5
GSE241934	P348	author_collapsed	epithelial	1
GSE241934	P348	author_fine_immune	TNK	364
GSE241934	P348	author_fine_immune	TLS	17
GSE241934	P348	author_fine_immune	other_immune	49
GSE241934	P348	author_fine_immune	stromal	21
GSE241934	P348	author_fine_immune	epithelial	1
GSE241934	P348	hu_markers	T	200
GSE241934	P348	hu_markers	NK	146
GSE241934	P348	hu_markers	myeloid	44
GSE241934	P348	hu_markers	fibroblast	16
GSE241934	P348	hu_markers	other	16
GSE241934	P348	hu_markers	B	12
GSE241934	P348	hu_markers	mast	6
GSE241934	P348	hu_markers	plasma	6
GSE241934	P348	hu_markers	endothelial	5
GSE241934	P348	hu_markers	epithelial	1
GSE241934	P348	hu_collapsed	TNK	346
GSE241934	P348	hu_collapsed	myeloid	44
GSE241934	P348	hu_collapsed	stromal	21
GSE241934	P348	hu_collapsed	other	16
GSE241934	P348	hu_collapsed	TLS	18
GSE241934	P348	hu_collapsed	mast	6
GSE241934	P348	hu_collapsed	epithelial	1
GSE241934	P390	author_major	fibroblast	3334
GSE241934	P390	author_major	T	2201
GSE241934	P390	author_major	myeloid	1026
GSE241934	P390	author_major	B	948
GSE241934	P390	author_major	endothelial	644
GSE241934	P390	author_major	epithelial	432
GSE241934	P390	author_major	mast	227
GSE241934	P390	author_major	NK	175
GSE241934	P390	author_collapsed	stromal	3978
GSE241934	P390	author_collapsed	TNK	2376
GSE241934	P390	author_collapsed	myeloid	1026
GSE241934	P390	author_collapsed	TLS	948
GSE241934	P390	author_collapsed	epithelial	432
GSE241934	P390	author_collapsed	mast	227
GSE241934	P390	author_fine_immune	TNK	2376
GSE241934	P390	author_fine_immune	TLS	940
GSE241934	P390	author_fine_immune	other_immune	1261
GSE241934	P390	author_fine_immune	stromal	3978
GSE241934	P390	author_fine_immune	epithelial	432
GSE241934	P390	hu_markers	fibroblast	3224
GSE241934	P390	hu_markers	T	1872
GSE241934	P390	hu_markers	B	942
GSE241934	P390	hu_markers	myeloid	913
GSE241934	P390	hu_markers	endothelial	658
GSE241934	P390	hu_markers	epithelial	431
GSE241934	P390	hu_markers	other	328
GSE241934	P390	hu_markers	NK	283
GSE241934	P390	hu_markers	mast	220
GSE241934	P390	hu_markers	neutrophil	83
GSE241934	P390	hu_markers	plasma	33
GSE241934	P390	hu_collapsed	stromal	3882
GSE241934	P390	hu_collapsed	TNK	2155
GSE241934	P390	hu_collapsed	TLS	975
GSE241934	P390	hu_collapsed	myeloid	996
GSE241934	P390	hu_collapsed	epithelial	431
GSE241934	P390	hu_collapsed	other	328
GSE241934	P390	hu_collapsed	mast	220
GSE241934	P394	author_major	B	3878
GSE241934	P394	author_major	T	3588
GSE241934	P394	author_major	fibroblast	649
GSE241934	P394	author_major	NK	175
GSE241934	P394	author_major	myeloid	116
GSE241934	P394	author_major	mast	60
GSE241934	P394	author_major	endothelial	44
GSE241934	P394	author_major	epithelial	15
GSE241934	P394	author_collapsed	TLS	3878
GSE241934	P394	author_collapsed	TNK	3763
GSE241934	P394	author_collapsed	stromal	693
GSE241934	P394	author_collapsed	myeloid	116
GSE241934	P394	author_collapsed	mast	60
GSE241934	P394	author_collapsed	epithelial	15
GSE241934	P394	author_fine_immune	TNK	3763
GSE241934	P394	author_fine_immune	TLS	3865
GSE241934	P394	author_fine_immune	other_immune	189
GSE241934	P394	author_fine_immune	stromal	693
GSE241934	P394	author_fine_immune	epithelial	15
GSE241934	P394	hu_markers	B	3833
GSE241934	P394	hu_markers	T	3230
GSE241934	P394	hu_markers	fibroblast	625
GSE241934	P394	hu_markers	NK	255
GSE241934	P394	hu_markers	other	229
GSE241934	P394	hu_markers	myeloid	111
GSE241934	P394	hu_markers	mast	91
GSE241934	P394	hu_markers	plasma	73
GSE241934	P394	hu_markers	endothelial	58
GSE241934	P394	hu_markers	epithelial	17
GSE241934	P394	hu_markers	neutrophil	3
GSE241934	P394	hu_collapsed	TLS	3906
GSE241934	P394	hu_collapsed	TNK	3485
GSE241934	P394	hu_collapsed	stromal	683
GSE241934	P394	hu_collapsed	other	229
GSE241934	P394	hu_collapsed	myeloid	114
GSE241934	P394	hu_collapsed	mast	91
GSE241934	P394	hu_collapsed	epithelial	17
GSE241934	P399	author_major	T	3784
GSE241934	P399	author_major	B	3056
GSE241934	P399	author_major	endothelial	450
GSE241934	P399	author_major	epithelial	331
GSE241934	P399	author_major	myeloid	203
GSE241934	P399	author_major	fibroblast	171
GSE241934	P399	author_major	NK	156
GSE241934	P399	author_major	mast	29
GSE241934	P399	author_collapsed	TNK	3940
GSE241934	P399	author_collapsed	TLS	3056
GSE241934	P399	author_collapsed	stromal	621
GSE241934	P399	author_collapsed	epithelial	331
GSE241934	P399	author_collapsed	myeloid	203
GSE241934	P399	author_collapsed	mast	29
GSE241934	P399	author_fine_immune	TNK	3940
GSE241934	P399	author_fine_immune	TLS	3043
GSE241934	P399	author_fine_immune	other_immune	245
GSE241934	P399	author_fine_immune	stromal	621
GSE241934	P399	author_fine_immune	epithelial	331
GSE241934	P399	hu_markers	T	3276
GSE241934	P399	hu_markers	B	3063
GSE241934	P399	hu_markers	NK	470
GSE241934	P399	hu_markers	endothelial	425
GSE241934	P399	hu_markers	other	240
GSE241934	P399	hu_markers	epithelial	232
GSE241934	P399	hu_markers	myeloid	162
GSE241934	P399	hu_markers	neutrophil	99
GSE241934	P399	hu_markers	fibroblast	90
GSE241934	P399	hu_markers	plasma	70
GSE241934	P399	hu_markers	mast	53
GSE241934	P399	hu_collapsed	TNK	3746
GSE241934	P399	hu_collapsed	TLS	3133
GSE241934	P399	hu_collapsed	stromal	515
GSE241934	P399	hu_collapsed	other	240
GSE241934	P399	hu_collapsed	epithelial	232
GSE241934	P399	hu_collapsed	myeloid	261
GSE241934	P399	hu_collapsed	mast	53
GSE241934	P481	author_major	T	5532
GSE241934	P481	author_major	B	1499
GSE241934	P481	author_major	NK	217
GSE241934	P481	author_major	fibroblast	88
GSE241934	P481	author_major	myeloid	32
GSE241934	P481	author_major	endothelial	10
GSE241934	P481	author_major	mast	7
GSE241934	P481	author_collapsed	TNK	5749
GSE241934	P481	author_collapsed	TLS	1499
GSE241934	P481	author_collapsed	stromal	98
GSE241934	P481	author_collapsed	myeloid	32
GSE241934	P481	author_collapsed	mast	7
GSE241934	P481	author_fine_immune	TNK	5749
GSE241934	P481	author_fine_immune	TLS	1494
GSE241934	P481	author_fine_immune	other_immune	44
GSE241934	P481	author_fine_immune	stromal	98
GSE241934	P481	hu_markers	T	4947
GSE241934	P481	hu_markers	B	1283
GSE241934	P481	hu_markers	NK	447
GSE241934	P481	hu_markers	plasma	283
GSE241934	P481	hu_markers	other	271
GSE241934	P481	hu_markers	fibroblast	75
GSE241934	P481	hu_markers	endothelial	36
GSE241934	P481	hu_markers	myeloid	31
GSE241934	P481	hu_markers	mast	11
GSE241934	P481	hu_markers	epithelial	1
GSE241934	P481	hu_collapsed	TNK	5394
GSE241934	P481	hu_collapsed	TLS	1566
GSE241934	P481	hu_collapsed	other	271
GSE241934	P481	hu_collapsed	stromal	111
GSE241934	P481	hu_collapsed	myeloid	31
GSE241934	P481	hu_collapsed	mast	11
GSE241934	P481	hu_collapsed	epithelial	1
GSE241934	P483	author_major	fibroblast	9661
GSE241934	P483	author_major	T	1665
GSE241934	P483	author_major	myeloid	974
GSE241934	P483	author_major	B	319
GSE241934	P483	author_major	mast	286
GSE241934	P483	author_major	endothelial	212
GSE241934	P483	author_major	NK	60
GSE241934	P483	author_major	epithelial	10
GSE241934	P483	author_collapsed	stromal	9873
GSE241934	P483	author_collapsed	TNK	1725
GSE241934	P483	author_collapsed	myeloid	974
GSE241934	P483	author_collapsed	TLS	319
GSE241934	P483	author_collapsed	mast	286
GSE241934	P483	author_collapsed	epithelial	10
GSE241934	P483	author_fine_immune	TNK	1725
GSE241934	P483	author_fine_immune	TLS	319
GSE241934	P483	author_fine_immune	other_immune	1260
GSE241934	P483	author_fine_immune	stromal	9873
GSE241934	P483	author_fine_immune	epithelial	10
GSE241934	P483	hu_markers	fibroblast	9826
GSE241934	P483	hu_markers	T	1391
GSE241934	P483	hu_markers	myeloid	639
GSE241934	P483	hu_markers	other	325
GSE241934	P483	hu_markers	mast	295
GSE241934	P483	hu_markers	B	257
GSE241934	P483	hu_markers	NK	159
GSE241934	P483	hu_markers	plasma	150
GSE241934	P483	hu_markers	epithelial	56
GSE241934	P483	hu_markers	neutrophil	55
GSE241934	P483	hu_markers	endothelial	34
GSE241934	P483	hu_collapsed	stromal	9860
GSE241934	P483	hu_collapsed	TNK	1550
GSE241934	P483	hu_collapsed	myeloid	694
GSE241934	P483	hu_collapsed	other	325
GSE241934	P483	hu_collapsed	mast	295
GSE241934	P483	hu_collapsed	TLS	407
GSE241934	P483	hu_collapsed	epithelial	56
GSE241934	P498	author_major	T	507
GSE241934	P498	author_major	myeloid	90
GSE241934	P498	author_major	B	78
GSE241934	P498	author_major	endothelial	56
GSE241934	P498	author_major	NK	55
GSE241934	P498	author_major	fibroblast	51
GSE241934	P498	author_major	epithelial	12
GSE241934	P498	author_major	mast	10
GSE241934	P498	author_collapsed	TNK	562
GSE241934	P498	author_collapsed	myeloid	90
GSE241934	P498	author_collapsed	TLS	78
GSE241934	P498	author_collapsed	stromal	107
GSE241934	P498	author_collapsed	epithelial	12
GSE241934	P498	author_collapsed	mast	10
GSE241934	P498	author_fine_immune	TNK	562
GSE241934	P498	author_fine_immune	TLS	78
GSE241934	P498	author_fine_immune	other_immune	100
GSE241934	P498	author_fine_immune	stromal	107
GSE241934	P498	author_fine_immune	epithelial	12
GSE241934	P498	hu_markers	T	426
GSE241934	P498	hu_markers	NK	88
GSE241934	P498	hu_markers	myeloid	87
GSE241934	P498	hu_markers	B	56
GSE241934	P498	hu_markers	endothelial	51
GSE241934	P498	hu_markers	fibroblast	49
GSE241934	P498	hu_markers	plasma	47
GSE241934	P498	hu_markers	other	25
GSE241934	P498	hu_markers	mast	15
GSE241934	P498	hu_markers	epithelial	11
GSE241934	P498	hu_markers	neutrophil	4
GSE241934	P498	hu_collapsed	TNK	514
GSE241934	P498	hu_collapsed	myeloid	91
GSE241934	P498	hu_collapsed	TLS	103
GSE241934	P498	hu_collapsed	stromal	100
GSE241934	P498	hu_collapsed	other	25
GSE241934	P498	hu_collapsed	mast	15
GSE241934	P498	hu_collapsed	epithelial	11
GSE241934	P509	author_major	T	3802
GSE241934	P509	author_major	B	840
GSE241934	P509	author_major	NK	763
GSE241934	P509	author_major	fibroblast	456
GSE241934	P509	author_major	epithelial	192
GSE241934	P509	author_major	mast	77
GSE241934	P509	author_major	endothelial	75
GSE241934	P509	author_major	myeloid	62
GSE241934	P509	author_collapsed	TNK	4565
GSE241934	P509	author_collapsed	TLS	840
GSE241934	P509	author_collapsed	stromal	531
GSE241934	P509	author_collapsed	epithelial	192
GSE241934	P509	author_collapsed	mast	77
GSE241934	P509	author_collapsed	myeloid	62
GSE241934	P509	author_fine_immune	TNK	4565
GSE241934	P509	author_fine_immune	TLS	836
GSE241934	P509	author_fine_immune	other_immune	143
GSE241934	P509	author_fine_immune	stromal	531
GSE241934	P509	author_fine_immune	epithelial	192
GSE241934	P509	hu_markers	T	3253
GSE241934	P509	hu_markers	NK	1040
GSE241934	P509	hu_markers	plasma	541
GSE241934	P509	hu_markers	B	449
GSE241934	P509	hu_markers	fibroblast	385
GSE241934	P509	hu_markers	other	235
GSE241934	P509	hu_markers	epithelial	195
GSE241934	P509	hu_markers	mast	86
GSE241934	P509	hu_markers	myeloid	55
GSE241934	P509	hu_markers	endothelial	22
GSE241934	P509	hu_markers	neutrophil	6
GSE241934	P509	hu_collapsed	TNK	4293
GSE241934	P509	hu_collapsed	TLS	990
GSE241934	P509	hu_collapsed	stromal	407
GSE241934	P509	hu_collapsed	other	235
GSE241934	P509	hu_collapsed	epithelial	195
GSE241934	P509	hu_collapsed	mast	86
GSE241934	P509	hu_collapsed	myeloid	61
GSE241934	P52	author_major	T	2508
GSE241934	P52	author_major	myeloid	1993
GSE241934	P52	author_major	B	1639
GSE241934	P52	author_major	fibroblast	1068
GSE241934	P52	author_major	NK	116
GSE241934	P52	author_major	mast	97
GSE241934	P52	author_major	epithelial	96
GSE241934	P52	author_major	endothelial	58
GSE241934	P52	author_collapsed	TNK	2624
GSE241934	P52	author_collapsed	myeloid	1993
GSE241934	P52	author_collapsed	TLS	1639
GSE241934	P52	author_collapsed	stromal	1126
GSE241934	P52	author_collapsed	mast	97
GSE241934	P52	author_collapsed	epithelial	96
GSE241934	P52	author_fine_immune	TNK	2624
GSE241934	P52	author_fine_immune	TLS	1638
GSE241934	P52	author_fine_immune	other_immune	2091
GSE241934	P52	author_fine_immune	stromal	1126
GSE241934	P52	author_fine_immune	epithelial	96
GSE241934	P52	hu_markers	T	2146
GSE241934	P52	hu_markers	myeloid	1801
GSE241934	P52	hu_markers	plasma	1381
GSE241934	P52	hu_markers	fibroblast	985
GSE241934	P52	hu_markers	B	405
GSE241934	P52	hu_markers	NK	269
GSE241934	P52	hu_markers	other	238
GSE241934	P52	hu_markers	mast	109
GSE241934	P52	hu_markers	epithelial	90
GSE241934	P52	hu_markers	endothelial	78
GSE241934	P52	hu_markers	neutrophil	73
GSE241934	P52	hu_collapsed	TNK	2415
GSE241934	P52	hu_collapsed	myeloid	1874
GSE241934	P52	hu_collapsed	TLS	1786
GSE241934	P52	hu_collapsed	stromal	1063
GSE241934	P52	hu_collapsed	other	238
GSE241934	P52	hu_collapsed	mast	109
GSE241934	P52	hu_collapsed	epithelial	90
GSE241934	P523	author_major	T	5256
GSE241934	P523	author_major	B	1047
GSE241934	P523	author_major	myeloid	434
GSE241934	P523	author_major	NK	217
GSE241934	P523	author_major	mast	96
GSE241934	P523	author_major	epithelial	91
GSE241934	P523	author_major	fibroblast	71
GSE241934	P523	author_major	endothelial	51
GSE241934	P523	author_collapsed	TNK	5473
GSE241934	P523	author_collapsed	TLS	1047
GSE241934	P523	author_collapsed	myeloid	434
GSE241934	P523	author_collapsed	mast	96
GSE241934	P523	author_collapsed	epithelial	91
GSE241934	P523	author_collapsed	stromal	122
GSE241934	P523	author_fine_immune	TNK	5473
GSE241934	P523	author_fine_immune	TLS	1038
GSE241934	P523	author_fine_immune	other_immune	539
GSE241934	P523	author_fine_immune	epithelial	91
GSE241934	P523	author_fine_immune	stromal	122
GSE241934	P523	hu_markers	T	4798
GSE241934	P523	hu_markers	B	1041
GSE241934	P523	hu_markers	NK	481
GSE241934	P523	hu_markers	myeloid	383
GSE241934	P523	hu_markers	other	174
GSE241934	P523	hu_markers	mast	117
GSE241934	P523	hu_markers	epithelial	77
GSE241934	P523	hu_markers	fibroblast	65
GSE241934	P523	hu_markers	endothelial	53
GSE241934	P523	hu_markers	plasma	40
GSE241934	P523	hu_markers	neutrophil	34
GSE241934	P523	hu_collapsed	TNK	5279
GSE241934	P523	hu_collapsed	TLS	1081
GSE241934	P523	hu_collapsed	myeloid	417
GSE241934	P523	hu_collapsed	other	174
GSE241934	P523	hu_collapsed	mast	117
GSE241934	P523	hu_collapsed	epithelial	77
GSE241934	P523	hu_collapsed	stromal	118
GSE241934	P528	author_major	myeloid	4930
GSE241934	P528	author_major	T	2123
GSE241934	P528	author_major	B	219
GSE241934	P528	author_major	epithelial	212
GSE241934	P528	author_major	fibroblast	159
GSE241934	P528	author_major	NK	97
GSE241934	P528	author_major	endothelial	11
GSE241934	P528	author_major	mast	8
GSE241934	P528	author_collapsed	myeloid	4930
GSE241934	P528	author_collapsed	TNK	2220
GSE241934	P528	author_collapsed	TLS	219
GSE241934	P528	author_collapsed	epithelial	212
GSE241934	P528	author_collapsed	stromal	170
GSE241934	P528	author_collapsed	mast	8
GSE241934	P528	author_fine_immune	TNK	2220
