setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset	rank_in_set
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	APP	0.07656539488087473	0.2149908810560042	0.33285714285714285	0.0884932038485568	264	14	22
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	DUSP18	0.07508898132520064	0.22399271191215048	0.43600000000000005	0.21158047442364716	264	14	23
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	B2M	0.07348906994967291	0.2340464869972297	0.4502857142857143	0.12379325314955325	264	14	24
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ICAM3	0.0728223016328129	0.23832891234520548	0.3537142857142857	0.15875224939712435	264	14	25
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DQA1	0.06963092407820896	0.2595865397699159	0.4025714285714285	0.18786592551055104	264	14	26
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	VSIG10	0.06949600179331554	0.2605131369127003	0.4708571428571428	0.14555398962190186	264	14	27
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-E	0.06744885417279496	0.2748516494843958	0.438	0.17482172484619113	264	14	28
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ADAM17	0.062258893095847735	0.31356725532359614	0.37942857142857145	0.13507346192528336	264	14	29
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ICAM4	0.05965917429827953	0.33424063625608047	0.3385714285714286	0.17915960788184473	264	14	30
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	NAMPT	0.0585830549072106	0.34304811435181665	0.3222857142857143	0.11156844842178999	264	14	31
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HBEGF	0.056333398335452194	0.36193179372514667	0.42228571428571426	0.09278391158943126	264	14	32
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-F	0.04526141399743994	0.46398752554703077	0.4248571428571428	0.14878293827748063	264	14	33
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HMGB1	0.04336560481705677	0.4829322017281719	0.31657142857142856	0.06526329814115822	264	14	34
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CXCL14	0.04165267262968046	0.5004022933076391	0.36114285714285715	0.15932480468602545	264	14	35
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CALR	0.03483113141456226	0.5731459212037949	0.32857142857142857	0.0762133731233312	264	14	36
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CEACAM5	0.02597522748649592	0.6744009399942831	0.3828571428571428	0.1254327257631693	264	14	37
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-B	0.023590334896927634	0.7028086381807138	0.42	0.15806415917392358	264	14	38
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ANGPTL4	0.02236044795767464	0.7176244318249397	0.4168571428571428	0.07149121799437233	264	14	39
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CD320	0.019893329665842816	0.7476599692891412	0.36028571428571426	0.16933069842962575	264	14	40
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ADAM10	0.014286904491780229	0.8172798505271414	0.38114285714285717	0.13091899487640984	264	14	41
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	PLAT	0.014120859479283201	0.8193667926005846	0.3697142857142857	0.15224617412354946	264	14	42
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	FAM200A	0.012009050605566639	0.8460153065155419	0.33085714285714285	0.09930633747561446	264	14	43
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CEACAM1	0.0032262311933283832	0.9583920860701891	0.41714285714285715	0.10091206393701214	264	14	44
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	SPON2	0.0019058693840316452	0.9754132523210314	0.36142857142857143	0.1186233697139739	264	14	45
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CCL20	-0.004303159746094418	0.9445226892219363	0.3814285714285714	0.10489007511813271	264	14	46
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CXCL16	-0.005604884296463544	0.9277809010106831	0.3808571428571429	0.09309474363664766	264	14	47
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LGALS9	-0.008859595298999408	0.8860760642299906	0.33	0.10212936046841414	264	14	48
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CLCF1	-0.009388162939610097	0.8793296109771778	0.4888571428571429	0.07149974405734674	264	14	49
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LAMA3	-0.009492394053707253	0.8780002531009737	0.36828571428571427	0.13942129286631222	264	14	50
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	PLXNA1	-0.014077107816804279	0.8199168992415315	0.39314285714285707	0.0998270704566651	264	14	51
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COL27A1	-0.014378240251911138	0.816132441889281	0.35628571428571426	0.10881841399568225	264	14	52
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	IFITM1	-0.01572505614600787	0.7992597526177817	0.48	0.05758634818903116	264	14	53
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	EDIL3	-0.017416996304403472	0.7781956348380461	0.4222857142857143	0.08095954938278924	264	14	54
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COL17A1	-0.017921529138507093	0.7719448370530178	0.3508571428571429	0.098669673963015	264	14	55
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	C3	-0.01961981748011677	0.7510143429989494	0.3605714285714286	0.0940612818005687	264	14	56
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TGM2	-0.02014386057789686	0.7445916009108728	0.34771428571428575	0.07851268113826977	264	14	57
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	AGRN	-0.02118853032879608	0.7318409386227201	0.35657142857142854	0.09804482814857056	264	14	58
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	MDK	-0.02142144876611386	0.7290079321328492	0.40800000000000003	0.08225396590555374	264	14	59
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	SLPI	-0.022863043051031862	0.7115567957965052	0.37314285714285716	0.08268768773131387	264	14	60
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TGFB1	-0.024332269310894668	0.6939245037709119	0.39142857142857146	0.05338232045618712	264	14	61
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CD82	-0.02462438273722766	0.6904380156117149	0.3265714285714286	0.0878322270936739	264	14	62
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	IGF2	-0.02651245220656285	0.668063224336226	0.35742857142857143	0.05059239211489083	264	14	63
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CD99	-0.02656913496489754	0.6673958903156418	0.35	0.08316543011770464	264	14	64
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CCN2	-0.0337238840529774	0.5854073877006803	0.364	0.0715972009770266	264	14	65
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	F11R	-0.03397308822071032	0.5826372016888001	0.35485714285714287	0.09888063231268475	264	14	66
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LAMB3	-0.034193332424087265	0.5801940137000079	0.338	0.09056354807413272	264	14	67
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ALCAM	-0.034578237708535034	0.5759357267023444	0.32828571428571424	0.07385126384836174	264	14	68
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ZG16B	-0.03526200743373573	0.5684074325539308	0.3222857142857143	0.14215574480521173	264	14	69
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LYZ	-0.03552631368947348	0.5655100138192077	0.374	0.07259383606293478	264	14	70
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CCN1	-0.03727946025828628	0.5464721349343862	0.382	0.0699354117077316	264	14	71
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COL18A1	-0.03808232772308778	0.5378602345370526	0.35485714285714287	0.08944093126032449	264	14	72
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HSPG2	-0.03816945760809718	0.5369297334576215	0.34885714285714287	0.09113294941573347	264	14	73
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TRAF2	-0.03854858376841046	0.5328902584454649	0.32885714285714285	0.0667809033458232	264	14	74
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	WBP1	-0.03870043044454698	0.5312766758337908	0.36314285714285705	0.07667823670423765	264	14	75
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	SDC2	-0.03872578308756178	0.5310075088517265	0.3908571428571428	0.08466214178682971	264	14	76
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LAMA5	-0.038979799448019506	0.5283144402506555	0.3511428571428571	0.08793001263581282	264	14	77
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DMB	-0.03981867378309866	0.5194701507310487	0.3365714285714286	0.1198747362786696	264	14	78
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TIMP1	-0.040633004771596405	0.5109578828097106	0.3345714285714286	0.06819858310482327	264	14	79
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	FAM3C	-0.04076518335911842	0.509583076841021	0.35	0.07829284414976026	264	14	80
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	OCLN	-0.04085579808099495	0.5086416954673929	0.3994285714285714	0.06416607984233731	264	14	81
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CD59	-0.041129671792166055	0.5058019860073034	0.3457142857142857	0.07235549090392016	264	14	82
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	JAG1	-0.04147357920797685	0.5022479044488881	0.37	0.06595626216474335	264	14	83
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TCN1	-0.04170285182405209	0.49988582384652686	0.3745714285714286	0.06514028402922481	264	14	84
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DMA	-0.04244462167071947	0.4922840823678239	0.3862857142857143	0.09202893017345026	264	14	85
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	APOE	-0.04366951793044046	0.4798673837145254	0.3268571428571429	0.07485112124908636	264	14	86
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LIF	-0.044805985532885985	0.46850068238335046	0.41514285714285715	0.04947777493947754	264	14	87
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COL6A1	-0.04728575021147389	0.44422102769962385	0.3374285714285714	0.06586883869926134	264	14	88
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COL6A2	-0.04762286930546765	0.4409763093318995	0.34314285714285714	0.0955529177287064	264	14	89
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LGALS1	-0.04809333704219764	0.4364707836316016	0.3514285714285714	0.08474641000599101	264	14	90
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LAMB2	-0.04849188483479955	0.43267473323110667	0.35457142857142854	0.07441648690252334	264	14	91
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COL9A3	-0.048819734757031545	0.4295663534075093	0.3397142857142857	0.08361466402394854	264	14	92
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TNFSF12	-0.04895258285835703	0.4283104884445658	0.3385714285714286	0.04642816231882351	264	14	93
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	VCAN	-0.04941624789708455	0.4239439609495889	0.3474285714285715	0.07075360983525486	264	14	94
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LAMC2	-0.04988911282278021	0.41951757222145103	0.3528571428571428	0.07844838271019769	264	14	95
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	GPC3	-0.0506698764458927	0.41226843918611256	0.3657142857142857	0.0762157117290902	264	14	96
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LAMC1	-0.05082172841741033	0.4108671705469838	0.36028571428571426	0.07254335582100302	264	14	97
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TIMP2	-0.05300753777126966	0.3910101547870134	0.31971428571428573	0.08877654451880093	264	14	98
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ADAM9	-0.055087769740455754	0.3726608892895344	0.33714285714285713	0.06579426713818456	264	14	99
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ADAM15	-0.055328428414861734	0.37057287312417764	0.35114285714285715	0.07478564815218068	264	14	100
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	NECTIN1	-0.05827379725303132	0.34560625903324776	0.3322857142857143	0.0836409289501412	264	14	101
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CLEC11A	-0.058496167571986016	0.3437656184833594	0.3417142857142857	0.08286479403246995	264	14	102
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CXADR	-0.05942410732717443	0.3361520555175632	0.31999999999999995	0.0890038392727138	264	14	103
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COL9A2	-0.05956265741199704	0.3350246072307822	0.3145714285714285	0.07410930098650308	264	14	104
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	FN1	-0.059925548408854924	0.3320830850203842	0.34285714285714286	0.06198247986641223	264	14	105
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	NECTIN3	-0.0600768931583044	0.33086123244650045	0.32999999999999996	0.05631614043338501	264	14	106
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COPA	-0.06273795917059961	0.3098509545868855	0.33571428571428574	0.06052186879857716	264	14	107
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	NPNT	-0.06498015550337519	0.29284328338521803	0.3448571428571428	0.06401621254377395	264	14	108
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	COL1A1	-0.06641241318295962	0.28231161449463577	0.33714285714285713	0.06065500716166279	264	14	109
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	PODXL2	-0.06697956583524425	0.27821269146250616	0.3514285714285714	0.062479496372176105	264	14	110
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	WNT7B	-0.06747115501985382	0.2746926198900083	0.32542857142857146	0.050165738425783174	264	14	111
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TGOLN2	-0.06780670572068793	0.27230731533916835	0.3397142857142857	0.07577677245550796	264	14	112
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LGALS3	-0.06991945049511014	0.2576126667465714	0.3337142857142857	0.07212954813869185	264	14	113
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	PLAU	-0.07447693072154471	0.227801929896784	0.33914285714285713	0.04432347503500454	264	14	114
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ADAM28	-0.07449898104626931	0.22766390330944278	0.32257142857142856	0.06489993534097947	264	14	115
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	MMP14	-0.074538925093102	0.2274140197977334	0.33685714285714285	0.07363442273183878	264	14	116
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	PRNP	-0.0751450826088647	0.22364583354781628	0.3131428571428571	0.0432605451289116	264	14	117
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	LGALS3BP	-0.07705147890265863	0.2120846898019505	0.3251428571428571	0.05590279788739913	264	14	118
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CD55	-0.07932283954496266	0.1988785809489522	0.33142857142857146	0.07423397284464349	264	14	119
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TGFBI	-0.07983285693892114	0.19599723373491243	0.3057142857142857	0.08791539744423688	264	14	120
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	TSPAN3	-0.08078340544876395	0.19070849147571822	0.35914285714285715	0.06205989251295975	264	14	121
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ZDHHC5	-0.08110986833800934	0.18891640771476875	0.35771428571428565	0.05522762215283513	264	14	122
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ST14	-0.08293786819614651	0.17910945183045432	0.34457142857142853	0.06601021640193311	264	14	123
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	NECTIN4	-0.08751263262821093	0.15622393939329984	0.30885714285714283	0.0707743970656027	264	14	124
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CEACAM6	-0.09119523723125961	0.1394621086230761	0.31399999999999995	0.06631141607217426	264	14	125
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	PVR	-0.09140738959007601	0.13854013268175971	0.3085714285714286	0.06624037557923941	264	14	126
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CFH	-0.09593463177640653	0.11995912643829064	0.29542857142857143	0.07584471390268936	264	14	127
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	SECTM1	-0.097817474313563	0.11282807893746656	0.34885714285714287	0.045473476027531656	264	14	128
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	CDH1	-0.10042680681734409	0.10349984831145119	0.29942857142857143	0.055933685996479826	264	14	129
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	PODXL	-0.10180136304505467	0.0988370148623699	0.32085714285714284	0.05021617065900583	264	14	130
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	PTDSS1	-0.11756458967260157	0.05642288117781516	0.30971428571428566	0.04933473444258166	264	14	131
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	GRN	-0.1200747706762106	0.05132138504777225	0.2917142857142857	0.04887809038221529	264	14	132
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	FBLN1	-0.12082412301685377	0.04987504865579143	0.31857142857142856	0.041016015975671116	264	14	133
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	ADGRE5	-0.12183098833916543	0.04798533189946726	0.296	0.04325409338133776	264	14	134
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	MMP7	-0.12304054369350703	0.045794666628858	0.29228571428571426	0.04894227225589143	264	14	135
merged_cldn4_high_to_TNK	a_priori_cytotoxicity	NECTIN2	-0.13073615183993975	0.033732706742192836	0.2817142857142857	0.04442572933809566	264	14	136
merged_cldn4_high_to_TNK	a_priori_ifn	IFITM1	0.5153985656059328	2.571648753276417e-19	0.9342237903225806	0.5847333402400393	264	16	1
merged_cldn4_high_to_TNK	a_priori_ifn	LIF	0.4568659029292577	5.097397039322652e-15	0.895413306451613	0.4434304863220967	264	16	2
merged_cldn4_high_to_TNK	a_priori_ifn	CLCF1	0.4161027622964699	1.7747156430443843e-12	0.8921370967741936	0.44687765104048	264	16	3
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-F	0.41594633306378365	1.8123426962620268e-12	0.8843245967741935	0.4009059011781684	264	16	4
merged_cldn4_high_to_TNK	a_priori_ifn	CRLF1	0.41024367312275495	3.8654222254846495e-12	0.8840725806451613	0.4164164189508363	264	16	5
merged_cldn4_high_to_TNK	a_priori_ifn	VSIG10	0.40913761428722556	4.469733108096633e-12	0.8845766129032258	0.37844138551331646	264	16	6
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DRB5	0.3858985976298172	8.379738546207865e-11	0.8744959677419355	0.31467302566687727	264	16	7
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-B	0.37509528451509777	3.033262855911972e-10	0.8666834677419355	0.3458628965679402	264	16	8
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-E	0.3441649615736578	9.364900912738262e-09	0.8503024193548387	0.302293373546483	264	16	9
merged_cldn4_high_to_TNK	a_priori_ifn	MDK	0.33329781609686465	2.8693362612896147e-08	0.8409778225806451	0.29095491706788523	264	16	10
merged_cldn4_high_to_TNK	a_priori_ifn	SDC2	0.3048487690568368	4.408228996095436e-07	0.8319052419354838	0.24664031527162938	264	16	11
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM9	0.2971239511541101	8.821363500826478e-07	0.7772177419354839	0.2237293689217967	264	16	12
merged_cldn4_high_to_TNK	a_priori_ifn	CEACAM1	0.29227753660866806	1.349341396879266e-06	0.827116935483871	0.23133237800339637	264	16	13
merged_cldn4_high_to_TNK	a_priori_ifn	CLEC2B	0.2885482334201324	1.861497840775766e-06	0.7993951612903226	0.217823683496596	264	16	14
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DRA	0.28781843714496613	1.9814192408939163e-06	0.8087197580645162	0.2822643144477492	264	16	15
merged_cldn4_high_to_TNK	a_priori_ifn	ZDHHC5	0.2834307935725815	2.873393310235037e-06	0.8351814516129032	0.2348276653648797	264	16	16
merged_cldn4_high_to_TNK	a_priori_ifn	TSPAN3	0.2722803977214002	7.185300512784997e-06	0.8167842741935484	0.21621601593859197	264	16	17
merged_cldn4_high_to_TNK	a_priori_ifn	DUSP18	0.2681431944277195	9.994272700339916e-06	0.8059475806451613	0.2301571089038735	264	16	18
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DRB1	0.2639492416470885	1.3887723876250069e-05	0.7915826612903225	0.22267482275830508	264	16	19
merged_cldn4_high_to_TNK	a_priori_ifn	ICAM3	0.2550999064997644	2.7308262642390753e-05	0.8054435483870968	0.21987468034050828	264	16	20
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DPB1	0.24369137533022162	6.301855030238587e-05	0.7704133064516129	0.20940997030359604	264	16	21
merged_cldn4_high_to_TNK	a_priori_ifn	CXADR	0.24230313270279355	6.9581199304082e-05	0.8072076612903225	0.18418368628776605	264	16	22
merged_cldn4_high_to_TNK	a_priori_ifn	CD320	0.24151131213576713	7.360694869482269e-05	0.7628528225806452	0.20843229451904133	264	16	23
merged_cldn4_high_to_TNK	a_priori_ifn	CXCL14	0.24141712840225443	7.410011009293032e-05	0.8412298387096775	0.2139071713153711	264	16	24
merged_cldn4_high_to_TNK	a_priori_ifn	CEACAM5	0.2404113711869355	7.956377544087348e-05	0.7933467741935485	0.18086749861234938	264	16	25
merged_cldn4_high_to_TNK	a_priori_ifn	TNFSF12	0.23945176655739314	8.512781320172007e-05	0.8210685483870968	0.23555607829803854	264	16	26
merged_cldn4_high_to_TNK	a_priori_ifn	COL6A2	0.23911021753042572	8.719493115006236e-05	0.7903225806451613	0.18468936123312318	264	16	27
merged_cldn4_high_to_TNK	a_priori_ifn	GPC3	0.23548607424894655	0.00011223381949843745	0.7908266129032259	0.1793771192999643	264	16	28
merged_cldn4_high_to_TNK	a_priori_ifn	TGM2	0.2308645728442194	0.00015398278839262865	0.7626008064516129	0.24310946355855595	264	16	29
merged_cldn4_high_to_TNK	a_priori_ifn	EDIL3	0.22961399114961192	0.0001675592416456604	0.772429435483871	0.1871415309641925	264	16	30
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DMB	0.22812487702483822	0.00018518411787026644	0.766633064516129	0.1759934078354448	264	16	31
merged_cldn4_high_to_TNK	a_priori_ifn	IGF2	0.22789637950715924	0.00018803716726591653	0.8011592741935484	0.24103572327504746	264	16	32
merged_cldn4_high_to_TNK	a_priori_ifn	HMGB1	0.22786233444603277	0.00018846575775622573	0.782258064516129	0.24685641480251314	264	16	33
merged_cldn4_high_to_TNK	a_priori_ifn	COL9A3	0.227812606980857	0.0001890934135300445	0.7774697580645161	0.17822905236160108	264	16	34
merged_cldn4_high_to_TNK	a_priori_ifn	COL17A1	0.225807246757377	0.0002160950093804752	0.7784778225806452	0.1811550808106511	264	16	35
merged_cldn4_high_to_TNK	a_priori_ifn	PVR	0.2247646441970403	0.0002315162498687097	0.7872983870967741	0.17049719160824756	264	16	36
merged_cldn4_high_to_TNK	a_priori_ifn	PLAT	0.2243525698629757	0.0002378897017657269	0.764616935483871	0.18793675081370573	264	16	37
merged_cldn4_high_to_TNK	a_priori_ifn	CLEC11A	0.22165834325774939	0.00028376584175103964	0.7540322580645162	0.18551782323594734	264	16	38
merged_cldn4_high_to_TNK	a_priori_ifn	COL27A1	0.22112343471248727	0.0002938030679566992	0.7706653225806452	0.17799299211194733	264	16	39
merged_cldn4_high_to_TNK	a_priori_ifn	NECTIN1	0.22036395830930558	0.0003086231741264696	0.7583165322580645	0.17459185615457679	264	16	40
merged_cldn4_high_to_TNK	a_priori_ifn	LGALS1	0.22024889656616942	0.0003109282165364858	0.7754536290322581	0.17167711823081744	264	16	41
merged_cldn4_high_to_TNK	a_priori_ifn	PLXNA1	0.2190514948138992	0.0003358857593992982	0.7595766129032258	0.18085459640907176	264	16	42
merged_cldn4_high_to_TNK	a_priori_ifn	MICA	0.21853235532916823	0.00034727498663479677	0.7777217741935484	0.1789805379671899	264	16	43
merged_cldn4_high_to_TNK	a_priori_ifn	MMP14	0.2178306375384031	0.0003632411422728773	0.7719254032258065	0.1758443385802037	264	16	44
merged_cldn4_high_to_TNK	a_priori_ifn	ZG16B	0.2175900099563726	0.00036887144055513035	0.774445564516129	0.1664940791713939	264	16	45
merged_cldn4_high_to_TNK	a_priori_ifn	TGFB1	0.21752761717488017	0.00037034451807281527	0.7121975806451613	0.2077500852945062	264	16	46
